id,transactionId,barcode,deleted,finalPrice,itemPrice,priceAfterCoupon,discountedItemPrice,originalFinalPrice,quantityPurchased,originalMetaBriteItemPrice,partnerItemId,metabriteCampaignId,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,needsFetchReview,needsFetchReviewReason,originalMetaBriteBarcode,originalMetaBriteQuantityPurchased
223,79,,1,,,,,,,,7,,034100573065,1,29.00,1.0,1,USER_FLAGGED,,
224,79,,1,,,,,,,,8,,034100573065,1,29.00,1.0,1,USER_FLAGGED,,
225,79,,1,,,,,,,,9,,034100573065,1,29.00,1.0,1,USER_FLAGGED,,
226,79,,1,,,,,,,,10,,034100573065,1,29.00,1.0,1,USER_FLAGGED,,
227,79,,1,,,,,,,,11,,034100573065,1,29.00,1.0,1,USER_FLAGGED,,
228,80,043000075821,1,1,1,,,,1.0,,1,,,1,,,1,,,
229,81,,1,,,,,,,,1,,4011,1,26.00,5.0,1,USER_FLAGGED,,
230,81,,1,,,,,,,,2,,034100573065,1,21.00,4.0,1,USER_FLAGGED,,
231,82,041258081601,1,0.99,0.99,,,,1.0,,1,,,1,,,1,,,
232,83,021000667543,1,9.99,9.99,,,,1.0,,1,,,1,,,1,,,
233,83,021000667543,1,9.99,9.99,,,,1.0,,2,,,1,,,1,,,
234,83,021000667543,1,9.99,9.99,,,,1.0,,3,,,1,,,1,,,
235,83,021000667543,1,9.99,9.99,,,,1.0,,4,,,1,,,1,,,
236,83,021000667543,1,9.99,9.99,,,,1.0,,5,,,1,,,1,,,
237,84,013120013966,1,1,1,,,,1.0,,1,,,1,,,1,,,
238,85,4011,1,1,1,,,,1.0,,1,,,1,,,1,,,
239,86,4011,1,29.00,29.00,,,,2.0,,1,,4011,1,29.00,2.0,0,,,
240,87,4011,1,1,1,,,,1.0,,1,,,1,,,1,,,
241,87,1234,1,,,,,,,,2,,1234,1,,,1,USER_FLAGGED,,
242,88,021000068760,1,4.55,4.55,,,,1.0,,1,,,1,,,1,,,
243,88,021000068760,1,4.55,4.55,,,,1.0,,2,,,1,,,1,,,
244,88,021000068760,1,4.55,4.55,,,,1.0,,3,,,1,,,1,,,
245,88,021000068760,1,4.55,4.55,,,,1.0,,4,,,1,,,1,,,
246,89,,1,22.97,22.97,22.97,22.97,,1.0,,0,,,1,,,1,,,
247,89,,1,11.99,11.99,11.99,11.99,,1.0,,1,,,1,,,1,,,
248,90,070277290107,1,1,1,,,,1.0,,1,,,1,,,1,,,
249,91,041129088005,1,5,5,,,,1.0,,1,,,1,,,1,,,
